Property_ID,City,Location,BHK,Bathrooms,Size_in_SqFt,Age_of_Property,Parking,Floor,Total_Floors,Furnishing,Distance_to_Metro_km,School_Rating,Hospital_Distance_km,Crime_Index,Price_in_Lakhs
250,Pune,Wakad,3,3,1515,15,2,5,25,Semi-Furnished,1.1,3.6,1.9,8,123.7
251,Bengaluru,Indiranagar,1,1,764,13,3,13,17,Furnished,5.9,2.6,1.8,4.4,80.7
252,Chennai,Porur,2,1,1592,0,1,11,12,Furnished,4.8,2.8,4.2,3.8,103.1
253,Hyderabad,Kondapur,3,4,2415,19,2,4,18,Semi-Furnished,13.5,3.4,1.8,9.5,198.7
254,Pune,Hinjewadi,2,2,1644,4,1,0,28,Semi-Furnished,2.7,3.4,5.3,1.3,142.3
255,Chennai,Porur,5,4,2446,21,0,0,25,Unfurnished,1.9,3.6,1.3,3.3,170.8
256,Bengaluru,Whitefield,3,4,1556,21,2,19,24,Semi-Furnished,6.4,4.7,4.2,6.6,162.4
257,Hyderabad,Kukatpally,2,2,1696,8,1,13,16,Unfurnished,0.8,3.7,1.9,9.4,114.6
258,Hyderabad,Gachibowli,1,1,877,18,3,1,9,Semi-Furnished,1.3,4.3,7.3,6.8,81.9
259,Chennai,Anna Nagar,4,3,2004,5,0,5,14,Furnished,4.8,4.3,1,7.8,198.1
260,Bengaluru,HSR Layout,3,3,2246,19,2,2,28,Semi-Furnished,5.3,2.8,3.4,5.1,240.7
261,Pune,Kharadi,2,1,1035,22,0,1,10,Semi-Furnished,8.9,4.5,5.5,2.6,72.6
262,Chennai,Porur,1,1,697,15,0,14,18,Unfurnished,4.1,3.3,5.7,7.1,37
263,Bengaluru,Electronic City,5,4,4022,21,1,11,20,Semi-Furnished,9.7,2.9,6.7,9,308.1
264,Hyderabad,Madhapur,5,6,4280,5,0,15,29,Semi-Furnished,5.1,3.2,4.2,6,393.2
265,Bengaluru,Whitefield,4,5,3440,18,3,7,7,Semi-Furnished,2,3.7,5.3,1.9,350.6
266,Hyderabad,Gachibowli,5,5,4332,17,1,21,25,Semi-Furnished,5.2,4.6,6.6,8.6,401
267,Pune,Baner,4,3,1999,24,1,2,5,Semi-Furnished,9.6,4.5,4.5,4.4,159.1
268,Bengaluru,Indiranagar,2,3,1009,8,1,1,11,Furnished,6,3.6,6.3,7.5,122.6
269,Pune,Hinjewadi,5,4,4095,14,1,0,20,Semi-Furnished,0.9,4.8,6.8,5.3,319.4
270,Bengaluru,Marathahalli,2,2,1006,12,2,12,21,Semi-Furnished,9.2,4.2,2.2,4.6,93.1
271,Chennai,Tambaram,2,2,1322,19,2,17,27,Furnished,10.7,4.8,5.2,2.8,85.1
272,Chennai,Anna Nagar,2,2,1415,17,2,3,27,Semi-Furnished,8.5,4,7.6,7.4,116.7
273,Chennai,Tambaram,1,1,462,12,1,5,6,Unfurnished,4.2,4.5,7.9,7.2,20
274,Hyderabad,Kondapur,2,1,1267,14,0,21,24,Semi-Furnished,13,4.4,4.6,3.1,103.2
275,Chennai,OMR,4,5,2653,25,2,1,22,Unfurnished,3.9,4.1,6.3,8.8,189
276,Chennai,Porur,5,5,3042,9,3,10,10,Unfurnished,14.4,4.3,1.2,1.4,196
277,Chennai,Velachery,2,2,905,10,3,4,27,Unfurnished,13.9,4,6.3,6.6,67.7
278,Chennai,Tambaram,5,5,2548,25,2,7,21,Furnished,7.9,4.5,1.5,5.9,177.1
279,Chennai,Velachery,2,2,1239,11,2,9,11,Semi-Furnished,15,4.6,7.9,1.1,94.7
280,Pune,Wakad,5,5,2413,21,2,3,17,Semi-Furnished,8.2,3.2,7.3,8.4,173.9
281,Pune,Kharadi,1,1,783,6,2,2,21,Furnished,2.7,4.9,4.4,1.1,75.7
282,Bengaluru,Indiranagar,1,1,725,22,3,2,25,Semi-Furnished,2.5,3.6,2.9,1.8,76.3
283,Chennai,Porur,1,1,582,13,3,12,19,Semi-Furnished,0.4,4.2,4.4,6.8,50.3
284,Hyderabad,Gachibowli,3,2,1943,25,2,2,24,Unfurnished,13.9,3.5,6.6,1.3,145.3
285,Bengaluru,HSR Layout,4,4,3098,4,2,25,26,Furnished,9.8,4.9,0.4,8.9,358.3
286,Hyderabad,Gachibowli,5,6,4450,17,0,3,14,Semi-Furnished,13.6,3.4,3.5,6.8,402.3
287,Bengaluru,HSR Layout,2,2,1098,3,1,25,26,Semi-Furnished,1,4.4,7.9,5.9,136.6
288,Hyderabad,Kondapur,1,1,500,6,3,11,15,Unfurnished,9.9,2.8,5.1,9.1,27.2
289,Pune,Baner,5,5,2874,18,2,10,30,Furnished,2.7,3.3,6.3,7.4,270.9
290,Chennai,Anna Nagar,2,2,1798,15,3,11,19,Semi-Furnished,7.4,2.8,5.3,1.7,144.9
291,Bengaluru,Marathahalli,2,2,1651,20,0,2,28,Furnished,12.8,4.1,6.6,6.2,141.8
292,Bengaluru,Whitefield,5,5,4476,17,3,24,25,Unfurnished,6,4.7,4.8,8.7,397.8
293,Hyderabad,Kukatpally,3,2,1839,25,1,16,29,Unfurnished,2.6,3.9,4.7,8.8,111.6
294,Pune,Baner,1,1,839,15,1,4,7,Semi-Furnished,0.8,3,7.3,4.3,63.8
295,Pune,Hinjewadi,1,1,502,22,2,8,28,Semi-Furnished,8.6,3.4,3.2,6.3,34.4
296,Hyderabad,Miyapur,3,4,1806,16,3,11,16,Semi-Furnished,7.3,4,4.2,2.3,129.6
297,Hyderabad,Miyapur,3,3,1657,5,1,3,16,Semi-Furnished,6.3,3.3,1.2,7.1,122.1
298,Bengaluru,Indiranagar,1,1,472,4,1,8,9,Unfurnished,8.7,2.6,2.3,2.6,58.3
299,Hyderabad,Kondapur,1,1,679,19,3,5,20,Unfurnished,6.3,2.9,4.8,7.9,43.6
300,Chennai,Velachery,3,4,2571,18,0,6,12,Semi-Furnished,1.8,3,6.9,5.5,188.2
301,Bengaluru,Marathahalli,1,1,693,19,0,17,30,Semi-Furnished,1.9,3.7,1.3,6.4,65
302,Pune,Hadapsar,4,4,3591,1,3,12,12,Semi-Furnished,11.6,3.4,6.5,9.2,240.4
303,Hyderabad,Kukatpally,2,2,1388,24,1,4,7,Semi-Furnished,8.2,3.1,0.3,7.7,77.2
304,Hyderabad,Miyapur,1,2,785,6,2,11,18,Unfurnished,6.5,4,2.3,5.8,57.3
305,Chennai,Tambaram,2,3,1465,25,3,5,10,Semi-Furnished,7.4,5,4.7,8,83.3
306,Bengaluru,Whitefield,2,3,1701,22,1,3,8,Semi-Furnished,11.8,4.5,5,7.2,145.2
307,Pune,Hinjewadi,1,1,691,19,3,1,7,Unfurnished,5.7,4,5.9,9.4,37.9
308,Chennai,Porur,1,1,777,15,3,1,5,Furnished,14,3.8,1.8,8.1,38.9
309,Bengaluru,Marathahalli,2,1,1268,7,0,1,10,Furnished,11.7,3.4,3.3,6.3,110.6
310,Hyderabad,Gachibowli,5,5,3675,11,2,9,12,Furnished,6.9,3.5,0.3,2.6,389.7
311,Hyderabad,Miyapur,3,3,1589,25,2,18,22,Unfurnished,6.8,3.4,4,3.2,97.5
312,Pune,Kharadi,5,4,4224,3,2,6,7,Semi-Furnished,14.9,4.2,2.1,3.8,339.9
313,Hyderabad,Kondapur,2,2,995,12,2,2,7,Semi-Furnished,5.4,4.7,2.4,9.5,97.7
314,Bengaluru,Indiranagar,2,2,1653,7,2,3,11,Unfurnished,3.9,4,1.5,2,192.3
315,Pune,Hadapsar,1,1,884,15,2,10,24,Semi-Furnished,14.8,4.7,7,5.4,52.9
316,Chennai,Tambaram,2,2,955,16,3,17,20,Unfurnished,5.3,4.7,6.3,5.1,55.9
317,Pune,Baner,1,1,795,6,3,3,23,Semi-Furnished,9.3,3.1,4.5,3.1,62.6
318,Chennai,Anna Nagar,2,3,1334,6,3,24,27,Semi-Furnished,12.8,3.2,1.7,2.2,122.9
319,Bengaluru,Whitefield,3,3,2487,13,3,2,11,Furnished,11.1,3.7,0.4,4.8,257.3
320,Chennai,Tambaram,3,3,2501,18,0,3,17,Semi-Furnished,1.1,4.5,4,6.7,148.6
321,Chennai,Anna Nagar,3,3,2497,17,2,0,16,Semi-Furnished,5.4,4.2,5,6.2,217.5
322,Bengaluru,Electronic City,3,3,2395,15,3,6,7,Semi-Furnished,7.1,4.9,7,6.8,206.1
323,Pune,Hadapsar,5,6,2542,2,1,7,15,Semi-Furnished,9.9,4.3,5,4.6,208.9
324,Chennai,Porur,5,6,3945,5,1,1,5,Semi-Furnished,10,4.9,5.7,1.7,264.3
325,Hyderabad,Gachibowli,1,2,730,1,0,12,29,Semi-Furnished,14.9,2.8,5.1,1.8,69.1
326,Pune,Baner,2,2,1655,9,3,4,25,Unfurnished,12.6,2.6,5.4,8.7,103.3
327,Pune,Kharadi,5,5,4496,14,1,17,27,Unfurnished,9,4.1,5.2,6.1,318.3
328,Chennai,Anna Nagar,4,4,3448,2,3,5,14,Semi-Furnished,2.5,2.5,4.3,7.8,296.6
329,Chennai,Tambaram,5,4,4264,24,3,0,14,Semi-Furnished,12,4,6.4,5.9,227.6
330,Pune,Kharadi,2,2,1632,23,3,7,17,Unfurnished,6.4,3.1,6.2,9.2,108
331,Chennai,Anna Nagar,5,5,3941,6,0,2,10,Unfurnished,9.6,4,2.4,6.6,309.4
332,Hyderabad,Madhapur,1,1,545,3,2,2,13,Semi-Furnished,11,3.1,1.5,5.4,45
333,Chennai,Tambaram,3,4,1414,10,0,4,29,Unfurnished,11.7,2.7,3.9,2.7,89.1
334,Pune,Hinjewadi,1,1,647,24,3,11,12,Furnished,3.1,4.3,1,7,48
335,Pune,Baner,3,3,2638,23,0,17,28,Semi-Furnished,3.9,4.1,1.8,9,212.4
336,Bengaluru,Whitefield,2,3,1232,0,1,8,30,Semi-Furnished,6.1,3.1,7.8,6.2,133.2
337,Bengaluru,Electronic City,1,1,530,15,0,19,26,Semi-Furnished,14.6,4.4,0.8,4.2,25.7
338,Hyderabad,Madhapur,4,4,2448,17,2,28,30,Semi-Furnished,3.1,4.2,3.1,2.2,252.3
339,Pune,Kharadi,5,5,4473,22,3,9,11,Unfurnished,5.3,4.3,2.4,8.5,329.1
340,Bengaluru,Whitefield,5,5,4090,9,2,11,22,Semi-Furnished,11.7,3.8,5.9,8.9,400.4
341,Chennai,Porur,2,2,1638,2,3,8,11,Semi-Furnished,11.5,2.9,2.5,4.7,100
342,Hyderabad,Miyapur,1,1,877,4,1,1,6,Unfurnished,3,2.6,5.2,4.5,53.2
343,Chennai,OMR,3,3,2590,22,0,1,5,Semi-Furnished,13.9,4.6,3.9,6.8,165
344,Pune,Baner,1,1,720,1,0,1,14,Furnished,14.4,2.7,5.9,5.8,40
345,Bengaluru,Marathahalli,2,3,1664,3,2,14,26,Semi-Furnished,6.5,2.8,6.4,5.9,148.9
346,Bengaluru,Marathahalli,5,6,3693,10,2,13,16,Semi-Furnished,6.6,4.3,5,6.1,337.1
347,Chennai,Anna Nagar,4,5,2613,0,0,9,14,Unfurnished,2.2,4.7,0.4,9.9,229.4
348,Chennai,OMR,3,3,1543,1,3,4,16,Unfurnished,5.6,4,2.1,8.3,117.3
349,Pune,Hadapsar,2,1,1640,10,3,7,10,Furnished,10.4,3.9,7.3,6.4,103.9
350,Pune,Hinjewadi,1,1,628,13,3,3,8,Semi-Furnished,12.8,4.8,5.2,6.7,32.5
351,Hyderabad,Kondapur,5,5,3588,16,1,0,9,Semi-Furnished,15,4.9,6.1,6.2,293.4
352,Pune,Baner,4,4,2070,10,0,18,20,Semi-Furnished,8.3,3.2,3.4,4.9,183.4
353,Bengaluru,Indiranagar,5,5,4248,12,1,19,22,Furnished,8,3.1,2.4,4.9,520.5
354,Hyderabad,Gachibowli,4,5,2548,11,1,11,15,Semi-Furnished,0.6,3.3,7.9,6.5,266.2
355,Pune,Hadapsar,2,3,945,7,1,11,26,Unfurnished,11,2.7,6,3.2,62.8
356,Bengaluru,Electronic City,1,1,805,25,0,7,14,Semi-Furnished,5.1,4.4,1.9,5.9,61
357,Pune,Hadapsar,2,1,1285,18,0,2,13,Unfurnished,3.2,4.2,2.4,5.2,88.1
358,Hyderabad,Kukatpally,3,3,1570,0,2,12,25,Unfurnished,5.8,4.9,1.1,3.8,143.8
359,Hyderabad,Madhapur,2,3,1474,22,0,1,6,Furnished,4.7,3.7,6,1.2,148.8
360,Chennai,Anna Nagar,2,2,1731,1,2,0,17,Furnished,14.2,3.1,2.9,4.5,146.9
361,Pune,Hadapsar,5,5,3959,7,1,9,18,Furnished,5.1,3.9,1.9,2.2,303.5
362,Bengaluru,HSR Layout,3,3,2230,24,1,18,25,Furnished,4.9,3.9,7.6,2.1,249.6
363,Bengaluru,Whitefield,3,4,2192,9,3,26,28,Furnished,14,3.2,6.3,2,228.9
364,Chennai,Porur,5,5,3201,7,0,2,16,Semi-Furnished,7.3,3.8,5,7.4,214.6
365,Pune,Kharadi,4,4,2135,6,1,3,6,Semi-Furnished,0.4,3.2,3.5,7.7,200.7
366,Bengaluru,Whitefield,2,3,1787,19,3,10,27,Furnished,13.3,3.6,6.3,6.5,181.9
367,Chennai,Tambaram,5,4,4382,3,3,1,19,Furnished,3.8,3.8,7.9,1.4,286.8
368,Hyderabad,Madhapur,3,4,2165,9,2,5,19,Semi-Furnished,9.3,2.6,4.3,2.3,207.8
369,Pune,Hinjewadi,5,4,2986,24,1,13,17,Semi-Furnished,0.6,3.6,7.2,9.1,239
370,Hyderabad,Kondapur,3,3,1603,2,0,14,27,Semi-Furnished,1.5,4.3,5.9,9.8,156.3
371,Bengaluru,Indiranagar,5,6,2429,24,1,4,15,Unfurnished,2.3,4.4,0.7,3.8,288.1
372,Pune,Baner,2,1,1034,6,0,24,24,Unfurnished,7,4.6,4.5,1.1,95.9
373,Bengaluru,HSR Layout,5,6,4108,13,3,0,7,Unfurnished,8.3,4,4.6,8.4,393.4
374,Bengaluru,Whitefield,3,2,1647,1,2,2,15,Unfurnished,6.4,2.9,5.5,6.5,160.9
375,Bengaluru,Indiranagar,5,5,2396,2,2,11,15,Furnished,12.3,4.4,6.8,1.6,321.9
376,Hyderabad,Kondapur,3,4,2424,6,1,1,24,Unfurnished,11,4.1,7.9,5.4,192.4
377,Chennai,Tambaram,5,5,3313,16,2,9,9,Semi-Furnished,7.9,4.1,4.1,2.6,211.7
378,Chennai,Velachery,1,1,462,14,0,27,28,Unfurnished,9.3,3.5,0.7,4.1,32.8
379,Bengaluru,Whitefield,2,2,1160,25,0,4,14,Semi-Furnished,5,2.5,5.6,4.1,107.1
380,Hyderabad,Madhapur,2,2,1753,10,3,1,20,Semi-Furnished,7.3,4.1,7.2,5.8,154.7
381,Pune,Hinjewadi,5,5,3542,17,0,9,11,Semi-Furnished,12,4.7,3,9.7,260.2
382,Hyderabad,Kondapur,4,4,2969,19,3,9,10,Unfurnished,11.8,3.3,6.9,7.4,216
383,Hyderabad,Kukatpally,2,2,1362,9,1,9,21,Unfurnished,5.7,2.6,1.9,1.8,95.3
384,Pune,Hadapsar,2,2,1248,15,2,10,29,Unfurnished,13.1,4.6,7.5,7.1,60.9
385,Hyderabad,Kukatpally,4,3,1808,9,0,19,26,Furnished,5.1,4.7,1.1,7.9,168.2
386,Hyderabad,Miyapur,3,3,2007,6,1,4,14,Semi-Furnished,11.6,4.2,2.4,2.4,134.4
387,Hyderabad,Madhapur,5,5,4500,10,2,4,9,Semi-Furnished,2.7,3.3,7.2,5.9,402.4
388,Hyderabad,Kukatpally,1,1,646,1,0,12,18,Unfurnished,9,4,6.7,7.3,41.4
389,Chennai,Anna Nagar,2,1,1673,24,3,4,23,Unfurnished,12.1,4.2,1,3.8,121.7
390,Pune,Kharadi,2,2,1047,19,2,12,16,Unfurnished,13.8,3.3,6.9,3.9,63
391,Hyderabad,Kukatpally,1,1,695,14,1,12,14,Semi-Furnished,8.7,3.8,3.4,7.4,32.8
392,Hyderabad,Kondapur,5,6,3891,18,3,9,12,Unfurnished,2.6,3.7,0.8,2.9,327.9
393,Pune,Kharadi,5,5,4480,22,1,10,10,Semi-Furnished,11.1,4.3,6.7,2,343.1
394,Chennai,Porur,1,2,540,9,3,1,7,Semi-Furnished,9,4.5,2.8,6.8,33.7
395,Bengaluru,HSR Layout,5,4,2850,21,1,17,19,Unfurnished,9.3,3.6,1.9,8.9,272.4
396,Chennai,Tambaram,3,2,2543,0,3,4,9,Unfurnished,13.5,4.9,0.3,6,151.7
397,Hyderabad,Kondapur,1,1,671,22,3,10,25,Semi-Furnished,6.2,3.6,1.9,2.6,48.3
398,Pune,Baner,4,4,2390,21,1,0,9,Unfurnished,0.4,4.3,4,4.9,206.8
399,Hyderabad,Madhapur,4,5,3415,22,3,5,24,Semi-Furnished,6.5,4.6,3.3,3,317.3
400,Hyderabad,Miyapur,4,4,3258,16,2,17,18,Semi-Furnished,0.7,2.6,4,4.3,223.8
401,Hyderabad,Madhapur,5,5,4154,16,0,19,21,Unfurnished,7.2,4.4,7.7,1.7,350.7
402,Chennai,Porur,1,1,723,24,0,14,20,Semi-Furnished,7.1,4.3,3.5,9.6,35.4
403,Chennai,Velachery,1,1,822,25,2,5,6,Semi-Furnished,2.7,2.6,7.9,8.3,45.5
404,Chennai,Tambaram,1,1,708,2,2,2,13,Semi-Furnished,4.3,3.1,6,6.4,52.4
405,Bengaluru,Indiranagar,3,3,1885,25,1,5,20,Semi-Furnished,13,3.4,0.9,2.3,212.6
406,Bengaluru,Indiranagar,4,5,2287,21,3,20,28,Unfurnished,8.8,4.6,0.7,3.4,262.8
407,Hyderabad,Madhapur,4,5,2775,9,3,24,28,Furnished,3.7,4.2,3.3,3.4,300.6
408,Pune,Hinjewadi,3,4,2132,21,2,21,21,Furnished,1.6,3.8,3,8.6,183.7
409,Chennai,Anna Nagar,3,3,1551,8,3,7,19,Semi-Furnished,8.9,3,2.9,7.2,135.6
410,Hyderabad,Gachibowli,1,1,660,3,0,14,26,Semi-Furnished,10.9,3.1,0.6,6.6,45.8
411,Bengaluru,Marathahalli,1,1,494,19,1,5,17,Furnished,10.5,3.1,3.9,9.4,30.1
412,Chennai,Tambaram,3,3,1681,24,0,12,13,Unfurnished,6,5,2.3,8.3,87.9
413,Hyderabad,Kukatpally,2,3,1082,20,3,2,8,Semi-Furnished,6.6,4,1.1,5,84
414,Hyderabad,Gachibowli,1,1,847,14,0,4,20,Semi-Furnished,0.2,2.6,3.3,2.4,75.3
415,Pune,Hadapsar,1,2,694,13,3,24,28,Furnished,1.2,3.1,3.3,7.2,62.6
416,Hyderabad,Miyapur,5,5,3615,21,2,1,17,Semi-Furnished,14.4,2.7,4.4,9.6,215.1
417,Pune,Baner,2,2,1467,1,3,6,26,Unfurnished,6,2.8,5.6,5.4,123
418,Pune,Wakad,2,1,1097,0,1,12,20,Unfurnished,8.2,3.3,4.4,8.5,68.8
419,Hyderabad,Gachibowli,3,2,2041,25,0,3,17,Unfurnished,9.9,3.8,7.5,8.8,154
420,Bengaluru,Whitefield,1,1,700,20,0,19,20,Unfurnished,10.6,2.8,1.6,1.4,44.1
421,Hyderabad,Kukatpally,5,5,2511,3,0,19,20,Semi-Furnished,3.5,4.5,3.6,8.3,224.2
422,Pune,Baner,1,1,614,25,1,1,29,Semi-Furnished,5.2,2.8,1.4,4.7,42.4
423,Bengaluru,Indiranagar,2,1,1036,3,3,5,29,Unfurnished,7.4,2.5,1.7,1.8,119
424,Chennai,Tambaram,4,4,2222,4,2,14,21,Semi-Furnished,14.1,4,0.6,2.6,148.1
425,Hyderabad,Kondapur,3,4,1359,17,1,1,11,Furnished,14.7,4,6.9,9.9,119.1
426,Pune,Wakad,3,2,1746,3,1,15,26,Semi-Furnished,2.6,4.8,0.7,4.3,141.3
427,Chennai,Anna Nagar,5,6,2427,3,0,5,22,Unfurnished,0.6,3.8,0.8,3.1,237.2
428,Chennai,Tambaram,2,2,1135,24,0,7,15,Unfurnished,11.1,4.7,3.2,3,55.2
429,Pune,Hinjewadi,4,4,2242,19,3,6,10,Semi-Furnished,7,3,3.1,3.4,177.8
430,Hyderabad,Miyapur,1,1,519,3,3,13,19,Unfurnished,5.3,4.7,4.9,8.1,46.2
431,Bengaluru,Marathahalli,5,5,2604,13,3,9,11,Semi-Furnished,7,2.5,3.6,8.9,238.8
432,Pune,Hadapsar,2,2,1487,0,3,0,6,Furnished,11.1,3.8,3.6,4.5,119.6
433,Hyderabad,Kukatpally,4,4,1970,17,0,23,27,Semi-Furnished,3.4,3.4,2.1,10,144.1
434,Chennai,Velachery,4,3,2731,14,1,12,27,Unfurnished,13.1,4.1,5.7,1,189.7
435,Pune,Baner,5,4,3464,13,2,19,27,Semi-Furnished,12,4.5,0.9,8.9,288.8
436,Hyderabad,Miyapur,3,2,1577,12,2,19,19,Unfurnished,5.6,4.1,5.7,6,111.3
437,Bengaluru,Electronic City,2,1,1564,15,1,23,29,Semi-Furnished,4.9,4.7,4.2,4.8,118
438,Chennai,Anna Nagar,4,5,2826,16,0,17,20,Semi-Furnished,8.1,3.2,5.1,8.2,248.9
439,Hyderabad,Madhapur,4,3,1964,12,1,1,14,Unfurnished,4.3,4.2,4.1,8.9,178.7
440,Hyderabad,Kondapur,4,4,2770,11,3,0,19,Unfurnished,1.1,4.7,2.1,9.5,240.3
441,Pune,Hadapsar,3,3,2345,18,3,9,19,Semi-Furnished,13.5,3.3,6.4,3,143
442,Chennai,OMR,2,2,1191,14,1,5,24,Semi-Furnished,4.4,4.9,6.8,7.2,95.2
443,Bengaluru,HSR Layout,2,1,942,10,1,8,19,Semi-Furnished,3.2,4.3,5.4,9.8,96.7
444,Pune,Hadapsar,2,2,1024,0,3,4,20,Furnished,13.9,2.9,7.8,5.9,72
445,Chennai,Tambaram,3,3,2507,23,3,3,15,Semi-Furnished,13.5,2.8,4.5,3.8,126.4
446,Bengaluru,Indiranagar,3,2,2018,1,1,16,23,Unfurnished,14,3.2,0.5,5.8,203.3
447,Hyderabad,Miyapur,4,4,2804,10,0,11,26,Semi-Furnished,10.8,3.6,3.3,1.1,188.8
448,Chennai,Tambaram,5,4,3133,23,3,13,28,Furnished,4.5,4.5,7.8,4.8,217.6
449,Bengaluru,Marathahalli,5,4,2838,6,2,16,20,Furnished,1.2,4.9,6.1,1.8,306.6
450,Chennai,Tambaram,2,3,1627,18,1,2,11,Furnished,4.5,3.7,6.6,3.7,104.2
451,Pune,Hadapsar,4,4,1854,25,0,4,9,Semi-Furnished,9.7,4.1,1.3,7,124.5
452,Bengaluru,Indiranagar,2,1,1022,24,2,2,20,Semi-Furnished,5.6,3.7,3.7,3.3,116.8
453,Hyderabad,Kondapur,5,4,3313,5,0,5,9,Semi-Furnished,10.5,3.4,0.7,4.3,291.8
454,Chennai,OMR,3,3,2434,20,0,6,21,Semi-Furnished,2.9,2.7,6.1,5.9,173.5
455,Chennai,Anna Nagar,3,2,2444,18,2,0,9,Unfurnished,4.4,4.4,3.5,9.3,181.9
456,Bengaluru,HSR Layout,5,5,3021,25,0,14,18,Furnished,1.9,2.8,0.4,4.1,361.8
457,Bengaluru,Indiranagar,5,5,2955,22,2,5,5,Furnished,3.5,4.6,1.4,3,379.3
458,Bengaluru,Whitefield,4,3,1959,0,3,13,29,Unfurnished,1.8,4.5,4.3,1.5,210.5
459,Chennai,OMR,1,1,791,0,0,3,30,Furnished,3.2,4.8,1.7,4.2,68.9
460,Chennai,Porur,3,3,1678,16,1,18,21,Unfurnished,12.3,4.4,4.4,7.4,106.4
461,Bengaluru,Marathahalli,1,1,559,16,3,5,16,Semi-Furnished,14.4,3,3,4.4,29.4
462,Bengaluru,Indiranagar,1,1,513,14,0,4,21,Semi-Furnished,5.5,3.2,5.9,1.7,54.6
463,Pune,Baner,4,4,3207,14,1,13,22,Unfurnished,12.9,3,0.8,8.6,225.5
464,Chennai,Velachery,1,2,794,3,3,16,19,Semi-Furnished,1.5,2.9,3.4,6.3,64
465,Bengaluru,Whitefield,3,3,2043,6,3,3,8,Furnished,10.9,3.2,5.8,6.2,214.7
466,Pune,Baner,4,5,2792,16,2,7,9,Unfurnished,3.9,3.7,5.1,2.2,217.8
467,Hyderabad,Gachibowli,4,3,2166,12,2,4,9,Semi-Furnished,1.6,2.7,6.1,7.9,219.5
468,Bengaluru,Electronic City,4,5,2833,8,2,27,30,Semi-Furnished,0.5,4.4,7.9,8.9,243.4
469,Pune,Baner,4,5,2741,1,0,8,10,Semi-Furnished,11.7,4.7,1.6,4.9,236.3
470,Pune,Kharadi,1,2,787,17,3,17,20,Furnished,7.7,3.5,4.1,9.7,60.7
471,Chennai,Anna Nagar,3,2,1407,18,0,5,9,Semi-Furnished,11.2,2.6,7.2,4.1,101.1
472,Chennai,Anna Nagar,4,4,1915,21,1,3,12,Semi-Furnished,9,4.8,0.8,3.7,179.3
473,Hyderabad,Miyapur,3,2,2293,21,3,16,23,Furnished,4.1,4.2,4.8,9.9,157
474,Pune,Baner,5,4,4250,3,1,15,15,Semi-Furnished,11.5,3.3,5,4.3,339.2
475,Pune,Hinjewadi,5,5,3427,8,0,9,14,Semi-Furnished,3.5,4.4,1,8.6,269.6
476,Chennai,Anna Nagar,1,2,668,6,2,2,30,Semi-Furnished,4.7,4.5,3.6,5.9,64.8
477,Pune,Baner,5,6,4492,5,0,22,25,Semi-Furnished,3,3.7,5.4,8.4,380.2
478,Chennai,Porur,5,6,2495,16,1,14,16,Unfurnished,2.4,4.2,2.6,4.9,178.3
479,Hyderabad,Madhapur,4,4,3486,9,1,10,13,Semi-Furnished,6.2,2.8,1.8,3.2,324.5
480,Pune,Kharadi,5,6,3978,20,0,2,11,Unfurnished,0.6,4.5,2.4,6,304.4
481,Hyderabad,Kukatpally,1,1,890,2,2,9,24,Furnished,13.5,3.5,3.1,6.9,52
482,Bengaluru,HSR Layout,1,1,717,21,2,2,20,Unfurnished,2,4.5,2.8,6.3,69.5
483,Bengaluru,Indiranagar,2,2,1009,5,1,7,13,Semi-Furnished,13,2.6,4.4,7.3,97.4
484,Pune,Kharadi,2,2,1800,25,1,15,16,Semi-Furnished,12.4,2.6,7.7,6.5,115.3
485,Hyderabad,Madhapur,3,4,1983,20,2,21,30,Unfurnished,13,4.6,3.3,9.2,159.1
486,Chennai,Anna Nagar,1,1,602,6,1,10,19,Furnished,11.5,3.5,0.6,8.8,54.3
487,Pune,Kharadi,4,4,3269,13,0,4,10,Semi-Furnished,5.4,4,6.6,7.6,252.6
488,Hyderabad,Gachibowli,2,3,1710,20,1,3,5,Unfurnished,4.7,3.9,1.2,3.2,154.6
489,Bengaluru,Marathahalli,4,4,2724,15,1,2,13,Semi-Furnished,12.4,4.5,1.8,4.7,237.6
490,Pune,Hadapsar,2,1,923,17,1,7,7,Unfurnished,10.6,2.9,3.4,4.9,41.1
491,Hyderabad,Kondapur,2,1,914,22,3,29,29,Furnished,12.4,3.7,2,2.8,87.3
492,Chennai,Anna Nagar,4,5,2066,13,1,6,24,Furnished,4.4,4.2,3.5,4.7,211.4
493,Chennai,Anna Nagar,2,3,1154,11,3,0,7,Semi-Furnished,13.1,4.9,3.4,2.9,108.1
494,Pune,Hadapsar,3,2,1545,17,0,2,6,Furnished,7.2,3.4,5,7,112.8
495,Hyderabad,Gachibowli,3,4,1969,12,2,8,9,Unfurnished,2.9,2.9,4.1,4.1,182.7
496,Hyderabad,Kondapur,5,6,2830,8,0,1,15,Furnished,7.6,4.9,2.5,4.2,288.6
497,Chennai,Porur,3,3,2242,5,2,15,28,Semi-Furnished,2.4,4.6,5.4,8.2,149.7
498,Bengaluru,Whitefield,2,2,936,15,2,7,10,Semi-Furnished,14.9,4.8,0.6,4.2,98.9
499,Pune,Kharadi,4,3,3532,23,1,5,8,Unfurnished,13,3,1.6,5.6,225.1
500,Bengaluru,Marathahalli,1,1,663,2,1,15,29,Semi-Furnished,13.3,2.6,5.5,7.1,41.2
